num_pozo,empresa,propietario,propietariotel,propietariofax,propietariopostal,propietarioemail,propietariodirec,agua uso,Uso del agua agregado,caudal,direcpozo,profundidad,sperfora,captar,hojacarto,latitud,longitud,altitud,provincia,canton,distrito,lugar,fechaap
AB-1109,HIDROMAQ S.A.,FERNANDO CORDERO PICADO,,,,,,ABAST. PUBLICO,Consumo humano,1.50,,40.00,PERCUSION,G Abra R Grande,ABRA,203550,530700,,1,103,10302,HIGUITO,1987-09-24
AB-111,COSTARRICENSE S.A.,NUMAR,,,,,,INDUSTRIAL,Industrial y comercial,2.21,,54.80,PERCUSION,Colima y Barva,ABRA,212160,526610,1155.00,1,101,10103,ALMENDARES,1968-05-15
AB-1110,HIDROMAQ S.A.,CARLOS CHANG AQUILE-LAM,,,,,,DOMESTICO,Consumo humano,0.50,,43.00,PERCUSION,Colima y Barva,ABRA,216800,529850,,1,113,11301,BARRIO VIRGINIA,1987-09-28
AB-1111,PACO S.A.,"CONCORDIA LA PAZ, S.A.",,,,,,DOMESTICO,Consumo humano,0.45,,35.00,PERCUSION,Colima y Barva,ABRA,212470,522800,,1,102,10203,BELLO HORIZONTE,1987-09-28
AB-1112,PACO S.A.,"COCOCI, S.A. *",,,,,,DOMESTICO,Consumo humano,1.80,,20.00,PERCUSION,Colima y Barva,ABRA,213700,516840,,1,109,10901,,1987-10-02
AB-1113,HIDROMAQ S.A.,CHEN YUANG WANG,,,,,,DOMESTICO,Consumo humano,0.50,,36.00,PERCUSION,Colima y Barva,ABRA,213100,511320,,1,109,10906,,1987-10-13
AB-1114,PERFOTICA S.A.,DIREC.GEN. AVIACION CIVIL,,,,,,ABANDONADO,Consumo humano,,,110.00,,Colima y Barva,ABRA,220000,513050,,2,201,20109,,1987-10-13
AB-1115,J.J. BADILLA BARQUERO,CARLOS CARBALLO WEDEL,,,,,,DOMESTICO,Consumo humano,0.50,,,,Colima y Barva,ABRA,213400,526000,,1,101,10102,"C 34, AV.3",1987-11-26
AB-1116,SIN DATO,RICHARD PESCOD JINESTA,,,,,,DOMESTICO,Consumo humano,0.54,,60.00,,Colima y Barva,ABRA,219460,533740,,1,114,11403,PLATANARES,1987-12-02
AB-1117,FONT S.A.,I.N.A.,,,,,,DOMESTICO,Consumo humano,0.50,,105.00,ROTACION,Colima y Barva,ABRA,216130,522570,,1,101,10107,,1987-12-07
AB-1118,FONT S.A.,I.N.A.,,,,,,DOMESTICO,Consumo humano,0.50,,103.00,ROTACION,Colima y Barva,ABRA,216350,521650,,1,101,10107,,1987-12-17
AB-1119,COSTARRICENSE S.A.,"QUEBRADA SAN JUAN, S.A. *",,,,,,DOMESTICO,Consumo humano,1.89,,46.00,PERCUSION,Colima y Barva,ABRA,212950,536300,,3,303,30307,,1987-12-03
AB-112,S.C.I.S.P.,,,,,,,DOMESTICO,Consumo humano,0.50,,91.44,,Colima y Barva,ABRA,212060,526655,1151.00,1,101,10103,EL KILOMETRO,1968-07-02
AB-1120,PACO S.A.,ROBERT CLARK BURR *,,,,,,DOMESTICO,Consumo humano,0.95,,30.00,PERCUSION,Colima y Barva,ABRA,213900,516000,,1,109,10903,,1987-12-18
AB-1121,COSTARRICENSE S.A.,"LA NACION, S.A.",,,,,,DOMESTICO,Consumo humano,0.85,,60.00,PERCUSION,Colima y Barva,ABRA,215920,527920,,1,113,11301,,1988-01-04
AB-1122,COSTARRICENSE S.A.,DEPORTIVO SAPRISSA,,,,,,DOMESTICO,Consumo humano,0.94,,50.00,PERCUSION,Colima y Barva,ABRA,216600,528100,,1,113,11301,ESTADIO SAPRISA,1988-01-04
AB-1123,AGROPOZO,EUROSERVICIOS AMERICANOS,,,,,,DOMESTICO,Consumo humano,0.60,,40.00,PERCUSION,G Abra R Grande,ABRA,211900,533050,,1,118,11801,LOS GUAYABOS,1988-01-04
AB-1124,PACO S.A.,CIA. AGRIC. INDUSTRIAL,,,,,,INDUSTRIAL,Industrial y comercial,,,60.00,PERCUSION,Colima y Barva,ABRA,213020,522170,,1,102,10203,,1988-01-08
AB-1125,SANCHEZ S.A.,"MESALLES HNOS, LTDA.",,,,,,DOMESTICO,Consumo humano,1.71,,92.00,PERCUSION,Colima y Barva,ABRA,214150,514200,,1,109,10904,RIO ORO,1988-01-05
AB-1126,WILLIAM RAMOS ROBLES,MARIA JULIETA FONSECA,,,,,,DOMESTICO,Consumo humano,0.50,,50.00,PERCUSION,Colima y Barva,ABRA,212750,515650,,1,109,10904,,1988-01-15
AB-1127,WILLIAM RAMOS ROBLES,EDUARDO SPESNY BETIK,,,,,,DOMESTICO,Consumo humano,0.50,,,,Colima y Barva,ABRA,212250,517300,,1,109,10901,,1988-01-15
AB-1128,HIDROMAQ S.A.,ASOC.FRAILES MENORES CONVENTO,,,,,,DOMESTICO,Consumo humano,1.00,,22.00,PERCUSION,Colima y Barva,ABRA,217900,518000,,4,407,40703,,1988-01-27
AB-1129,AGROPOZO,VIVERO LAS PLANTAS,,,,,,DOMESTICO,Consumo humano,0.60,,40.00,PERCUSION,Colima y Barva,ABRA,214900,529450,,1,108,10803,,1988-01-07
AB-113,S.C.I.S.P.,JUNTA PROTECCION SOCIAL,,,,,,DOMESTICO,Consumo humano,1.89,,48.15,PERCUSION,Colima y Barva,ABRA,212780,526960,1140.00,1,101,10103,FRENTE M.S.P.,1968-07-02
AB-1130,SANCHEZ S.A.,COSTA RICA COUNTRY CLUB,,,,,,DOMESTICO,Consumo humano,0.30,,50.00,PERCUSION,Colima y Barva,ABRA,212650,520300,,1,102,10203,COUNTRY CLUB,1988-01-28
AB-1131,SIN DATO,CONSORCIO AGRIC.LA PALMA,,,,,,DOMESTICO,Consumo humano,0.10,,,,Colima y Barva,ABRA,212340,515700,,1,109,10904,,1988-01-28
AB-1132,LATINA S.A.,ESPH,,,,,,ABAST. PUBLICO,Consumo humano,9.50,,245.00,ROTACION,Colima y Barva,ABRA,219545,521265,1110.00,4,401,40103,"Plantel de Malinches, Berta Eugenia",1988-02-09
AB-1133,SANCHEZ S.A.,"COMECA, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,1.50,,105.00,PERCUSION,Colima Superior,ABRA,216300,514750,,1,109,10903,,1988-02-09
AB-1134,FONT S.A.,ASOC.USUARIOS VALLE SOL,,,,,,ABAST. PUBLICO,Consumo humano,9.50,,,,Colima y Barva,ABRA,213100,518100,,1,109,10903,ALTO PALOMAS,1988-02-09
AB-1135,FONT S.A.,ERNESTO DUBOIS,,,,,,DOMESTICO,Consumo humano,0.50,,70.00,ROTACION,G Abra R Grande,ABRA,211540,514860,,1,109,10904,RIO ORO,1988-02-02
AB-1136,FONT S.A.,"CINCO RUEDAS, S.A.",,,,,,DOMESTICO,Consumo humano,0.50,,146.00,ROTACION,Colima y Barva,ABRA,218180,527500,,4,403,40305,,1988-02-22
AB-1137,FONT S.A.,RONALD REES ACEVEDO,,,,,,DOMESTICO,Consumo humano,3.10,,51.00,ROTACION,Colima y Barva,ABRA,212500,514350,,1,109,10904,,1988-02-22
AB-1138,COSTARRICENSE S.A.,DANIEL DEL RIO CORREA *,,,,,,DOMESTICO,Consumo humano,0.50,,170.00,PERCUSION,G Abra R Grande,ABRA,210500,521000,,1,102,10202,,1988-02-24
AB-1139,COSTARRICENSE S.A.,"LONA, S.A.",,,,,,DOMESTICO,Consumo humano,0.50,,70.00,,Colima y Barva,ABRA,216650,536450,,1,108,10807,,1988-02-24
AB-114,S.C.I.S.P.,S.C.I.S.P,,,,,,DOMESTICO,Consumo humano,0.50,,57.91,,Colima y Barva,ABRA,212790,527020,1140.00,1,101,10103,AV.6-8 CALLE14,1968-07-02
AB-1140,FONT S.A.,"ANANDU, S.A. *",,,,,,DOMESTICO,Consumo humano,0.50,,106.00,ROTACION,G Abra R Grande,ABRA,211450,514950,,1,109,10904,,1988-03-15
AB-1141,FONT S.A.,"CIA. COYA, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,,,42.00,ROTACION,Colima y Barva,ABRA,212450,528950,,1,101,10104,,1988-03-10
AB-1142,FONT S.A.,GLADYS PINTO DE ORTU?O *,,,,,,DOMESTICO,Consumo humano,0.50,,200.00,ROTACION,Colima y Barva,ABRA,218700,530800,,4,403,40303,,1989-06-09
AB-1143,WILLIAM RAMOS ROBLES,ROBERT MAYNARD,,,,,,DOMESTICO,Consumo humano,0.63,,30.00,PERCUSION,Colima y Barva,ABRA,213350,517040,,1,109,10901,,1987-03-10
AB-1144,WILLIAM RAMOS ROBLES,FERNANDO CORRALES C.,,,,,,DOMESTICO,Consumo humano,0.50,,,,G Abra R Grande,ABRA,211720,517820,,1,109,10901,,1988-03-10
AB-1145,WILLIAM RAMOS ROBLES,HECTOR CAMPOS ARAYA,,,,,,DOMESTICO,Consumo humano,0.90,,41.00,PERCUSION,Colima y Barva,ABRA,214080,516370,,1,109,10903,CONCEPCION,1988-03-10
AB-1146,WILLIAM RAMOS ROBLES,"PARAISO ORNAMENTAL, S.A.",,,,,,RIEGO,Agroganadería,0.70,,90.00,PERCUSION,Colima y Barva,ABRA,214720,514050,,1,109,10903,,1987-03-15
AB-1147,SIN DATO,JORGE LANG ROJAS *,,,,,,DOMESTICO,Consumo humano,0.03,,,,Colima y Barva,ABRA,213060,517040,,1,109,10901,,1988-03-03
AB-1148,WILLIAM RAMOS ROBLES,FRANK ZADROGA HITCHCOCK,,,,,,DOMESTICO,Consumo humano,0.50,,60.00,PERCUSION,Colima y Barva,ABRA,215120,515450,,1,109,10903,300 N. IGLESIA,1988-03-15
AB-1149,NUEVO MILENIO CIUD.COLON,ESCOVILLAS PIEDRA DE FUEGO S.A.,,,,,,DOMEST-RIEGO,Agroganadería,1.00,,90.00,PERCUSION,G Abra R Grande,ABRA,206820,524450,1490.00,1,110,11003,LAMPARAS,2007-10-29
AB-115,COSTARRICENSE S.A.,COMPA?IA BANANERA,,,,,,INDUSTRIAL,Industrial y comercial,,,,EXCAVADO,Colima y Barva,ABRA,212890,527550,1155.00,1,101,10103,EDIF.COMP.BANAN,1970-05-18
AB-1150,COSTARRICENSE S.A.,"FABRICA RESORTES VICAR, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,,,67.00,,Colima y Barva,ABRA,216425,526850,,1,113,11301,,1988-03-21
AB-1151,COSTARRICENSE S.A.,PRODUCTOS DE CONCRETO,,,,,,DOMESTICO,Consumo humano,3.46,,60.00,PERCUSION,G Abra R Grande,ABRA,208400,532150,,3,303,30308,,1988-03-21
AB-1152,SIN DATO,AyA,,,,,,ABAST. PUBLICO,Consumo humano,20.00,,180.00,,Colima y Barva,ABRA,216700,521150,1005.00,4,401,40104,CASTELLA,1988-03-20
AB-1153,AyA,AyA,,,,,,ABAST. PUBLICO,Consumo humano,10.00,,110.00,,Colima y Barva,ABRA,217050,514550,865.00,4,407,40701,C. POTRERILLOS,1988-03-21
AB-1154,HIDROMAQ S.A.,JOSE J. MORA BALTODANO,,,,,,DOMESTICO,Consumo humano,0.50,,,,G Abra R Grande,ABRA,206200,525100,,1,106,10601,,1987-03-23
AB-1155,HIDROMAQ S.A.,ATLANTIS COSTARRICENSE,,,,,,DOMESTICO,Consumo humano,1.78,,35.00,PERCUSION,G Abra R Grande,ABRA,210100,530750,,1,101,10106,,1988-03-23
AB-1156,FONT S.A.,MANFRED PETERS  *,,,,,,DOMESTICO,Consumo humano,0.60,,60.00,ROTACION,Colima y Barva,ABRA,212150,520600,,1,102,10201,,1988-04-12
AB-1157,FONT S.A.,RAFAEL CARRILLO LARA,,,,,,RIEGO,Agroganadería,,,116.00,ROTACION,Colima y Barva,ABRA,217000,513800,,2,201,20108,,1988-04-13
AB-1158,HIDROMAQ S.A.,"SAN HUMBERTOS, S.A.   *",,,,,,ABANDONADO,Consumo humano,,,45.00,PERCUSION,Colima y Barva,ABRA,216350,524350,,4,403,40306,VALENCIA OESTE,1987-04-22
AB-1159,SIN DATO,PIPASA,,,,,,DOMESTICO,Consumo humano,0.50,,,,Colima y Barva,ABRA,216870,512820,,2,201,20108,,1988-04-22
AB-116,COSTARRICENSE S.A.,CH. PATERSON.,,,,,,DOMESTICO,Consumo humano,0.44,,42.06,PERCUSION,Colima y Barva,ABRA,212860,527750,1150.00,1,101,10104,C.2 AVS 2-4.,1967-06-21
AB-1160,SANCHEZ S.A.,"ARROCERA EL PATIO, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,3.16,,66.00,PERCUSION,Colima y Barva,ABRA,217790,511800,,2,201,20108,,1988-04-22
AB-1161,WILLIAM RAMOS ROBLES,GODOFREDO MURILLO R.,,,,,,DOMESTICO,Consumo humano,0.10,,70.00,,Colima y Barva,ABRA,218400,515200,,4,407,40701,,1988-04-22
AB-1162,CIMCO,I.N.V.U.,,,,,,DOMESTICO,Consumo humano,0.50,,80.00,,G Abra R Grande,ABRA,210700,528790,,1,101,10111,,1988-04-27
AB-1163,AGROPOZO,FEDERICO JENKINS MORENO,,,,,,DOMESTICO,Consumo humano,0.50,,63.00,PERCUSION,Colima y Barva,ABRA,218225,513000,,2,201,20108,,1988-04-29
AB-1164,RIEGO Y POZOS,"INVERSIONES PRIVO, S.A. *",,,,,,DOMESTICO,Consumo humano,0.50,,,,Colima y Barva,ABRA,212700,519550,,1,102,10203,,1988-05-03
AB-1165,RECOPE,ESCUELA NACIONAL POLICIA,,,,,,DOMESTICO,Consumo humano,0.50,,116.00,ROTACION,Colima y Barva,ABRA,214900,510825,,2,201,20108,REFORMA,1988-05-06
AB-1166,COSTARRICENSE S.A.,"LAVAUTO DEL ESTE, S.A.",,,,,,DOMESTICO,Consumo humano,4.50,,45.50,PERCUSION,Colima y Barva,ABRA,212850,530075,,1,115,11501,LOS YOSES,1988-05-06
AB-1167,SANCHEZ S.A.,BRUNO Y ALBERTO DONATY,,,,,,DOMESTICO,Consumo humano,3.00,,90.00,PERCUSION,Colima y Barva,ABRA,216450,513350,,2,201,20108,,1988-05-09
AB-1168,COSTARRICENSE S.A.,FLORA CARBONI MARQUEZ,,,,,,DOMESTICO,Consumo humano,0.50,,30.00,PERCUSION,G Abra R Grande,ABRA,211650,509750,,1,107,10701,,1988-05-12
AB-1169,WILLIAM RAMOS ROBLES,"KUIN, S.A. *",,,,,,DOMESTICO,Consumo humano,2.00,,54.00,PERCUSION,Colima y Barva,ABRA,213840,515740,,1,109,10903,,1988-05-13
AB-117,POZOS LTDA,CINE REX,,,,,,DOMESTICO,Consumo humano,1.26,,44.50,PERCUSION,Colima y Barva,ABRA,212800,527650,1155.00,1,101,10103,CINE REX,1968-05-15
AB-1170,SANCHEZ S.A.,GUILLERMO VARGAS CHAVEZ,,,,,,DOMESTICO,Consumo humano,0.50,,,,Colima y Barva,ABRA,212800,514200,,1,109,10904,RIO ORO,1991-08-26
AB-1171,WILLIAM RAMOS ROBLES,ELADIO RAMIREZ GONZALEZ,,,,,,DOMESTICO,Consumo humano,1.25,,73.00,PERCUSION,Colima y Barva,ABRA,216250,515250,,1,109,10903,,1988-05-12
AB-1172,WILLIAM RAMOS ROBLES,ANA LORENA ZAMORA  *,,,,,,DOMESTICO,Consumo humano,1.60,,50.00,PERCUSION,Colima y Barva,ABRA,213500,517050,,1,109,10901,,1988-05-12
AB-1173,SANCHEZ S.A.,ALDA CRUZ BOLA?OS,,,,,,DOMESTICO,Consumo humano,2.25,,67.00,PERCUSION,Colima y Barva,ABRA,218550,509500,,2,201,20104,,1989-06-08
AB-1174,COSTARRICENSE S.A.,"INVERSIONES ZETA, S.A. *",,,,,,DOMESTICO,Consumo humano,0.56,,52.00,PERCUSION,Colima y Barva,ABRA,214150,515320,,1,109,10903,,1988-05-23
AB-1175,HIDROMAQ S.A.,MUNIC. SANTA ANA,,,,,,ABAST. PUBLICO,Consumo humano,5.00,,60.00,PERCUSION,Colima y Barva,ABRA,213350,512050,,1,109,10906,,1988-05-23
AB-1176,AGROPOZO,"STEIN, S.A.",,,,,,DOMESTICO,Consumo humano,0.50,,,,Colima y Barva,ABRA,218125,535900,,1,111,11101,SAN ISIDRO,1988-05-24
AB-1177,CIMCO,I.N.V.U.,,,,,,DOMESTICO,Consumo humano,0.50,,50.00,ROTACION,G Abra R Grande,ABRA,210590,528360,,1,101,10111,PARQUE LA PAZ,1988-05-27
AB-1178,FONT S.A.,ASOC.ARTE Y CULTURA *,,,,,,DOMESTICO,Consumo humano,0.50,,30.00,ROTACION,G Abra R Grande,ABRA,211110,522660,,1,102,10202,,1988-06-05
AB-1179,FONT S.A.,LEYLA MARIA FONT DE ARIAS,,,,,,INDUSTRIAL,Industrial y comercial,,,35.00,ROTACION,Colima y Barva,ABRA,213615,528820,,1,101,10101,,1988-06-15
AB-118,CERES,ESSO STANDARD,,,,,,DOMESTICO,Consumo humano,0.50,,56.40,PERCUSION,Colima y Barva,ABRA,212610,527600,1155.00,1,101,10103,C.6 AV.10-8,1968-06-14
AB-1180,E.S.P.I.,"CARREZ, S.A.  *",,,,,,DOMESTICO,Consumo humano,0.63,,30.00,ROTACION,Colima y Barva,ABRA,215350,523600,,1,101,10107,HOSPITAL MEXICO,1988-06-20
AB-1181,COSTARRICENSE S.A.,PRODUCTOS DE CONCRETO,,,,,,DOMESTICO,Consumo humano,0.50,,,,G Abra R Grande,ABRA,208400,532150,,3,303,30308,,1988-06-20
AB-1182,J.J. BADILLA BARQUERO,JOSE ESQUIVEL MOLINA,,,,,,DOMESTICO,Consumo humano,0.50,,40.00,PERCUSION,Colima y Barva,ABRA,218540,513720,,2,201,20108,,1987-05-21
AB-1183,FONT S.A.,"MALESA, S.A.   *",,,,,,DOMESTICO,Consumo humano,2.50,,100.00,ROTACION,Colima y Barva,ABRA,219620,515400,,4,407,40702,,1987-04-28
AB-1184,SANCHEZ S.A.,"ITALCONAM, S.A.",,,,,,AGROINDUSTRIAL,Industrial y comercial,1.58,,91.00,PERCUSION,Colima y Barva,ABRA,216480,513580,,2,201,20108,,1988-07-08
AB-1185,FONT S.A.,DIETER MARCHATZ,,,,,,DOMESTICO,Consumo humano,1.00,,43.00,ROTACION,Colima y Barva,ABRA,212100,520500,,1,102,10201,,1987-04-29
AB-1186,FONT S.A.,CALCETERA GOICOECHEA *,,,,,,INDUSTRIAL,Industrial y comercial,0.63,,115.00,ROTACION,G Abra R Grande,ABRA,210200,521800,,1,102,10202,,1987-04-29
AB-1187,FONT S.A.,CARLOS LUIS MUSMANI,,,,,,DOMESTICO,Consumo humano,0.25,,161.00,ROTACION,G Abra R Grande,ABRA,211350,521950,,1,102,10201,,1987-04-28
AB-1188,FONT S.A.,"RUJAN, S.A.",,,,,,DOMESTICO,Consumo humano,1.57,,114.00,ROTACION,Colima y Barva,ABRA,216930,514300,,2,201,20108,C. POTRERILLOS,1986-12-16
AB-1189,FRANCISCO ARGUELLO R.,JAMES EDWARD SHANK D.,,,,,,DOMESTICO,Consumo humano,0.50,,,,Colima y Barva,ABRA,215450,510300,,2,201,20108,,1988-08-01
AB-119,COSTARRICENSE S.A.,ESSO STANDARD,,,,,,DOMESTICO,Consumo humano,0.15,,56.39,PERCUSION,Colima y Barva,ABRA,212610,527630,1150.00,1,101,10103,C.CENTRAL.A8-10,1967-06-28
AB-1190,FRANCISCO ARGUELLO R.,JAMES EDWARD SHANK D. *,,,,,,DOMESTICO,Consumo humano,10.00,,127.00,ROTACION,Colima y Barva,ABRA,215450,509900,,2,201,20108,REFORMA,1988-08-01
AB-1191,CIMCO,I.N.V.U.,,,,,,INDUSTRIAL,Industrial y comercial,,,100.00,ROTACION,G Abra R Grande,ABRA,210990,528600,,1,101,10104,PARQUE LA PAZ,1988-08-03
AB-1192,FRANCISCO ARGUELLO R.,JOHN MARSELL,,,,,,DOMESTICO,Consumo humano,0.50,,115.00,ROTACION,Colima y Barva,ABRA,217250,514710,,4,407,40701,,1988-07-26
AB-1193,HIDROMAQ S.A.,EDUARDO PALMA LEYVA,,,,,,DOMESTICO,Consumo humano,0.50,,25.00,PERCUSION,G Abra R Grande,ABRA,211100,519800,,1,102,10201,,1988-08-17
AB-1194,HIDROMAQ S.A.,CIA. NAL DE FUERZA Y LUZ,,,,,,INDUSTRIAL,Industrial y comercial,0.30,,70.00,PERCUSION,Colima y Barva,ABRA,212750,523400,,1,101,10108,BARRIO HOLANDA,1988-08-26
AB-1195,COSTARRICENSE S.A.,"LAVAUTO DEL ESTE, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,4.50,,57.00,PERCUSION,Colima y Barva,ABRA,212800,530080,,1,115,11501,LOS YOSES,1988-08-31
AB-1196,FRANCISCO ARGUELLO R.,INVERSIONES ANA MARIA,,,,,,DOMESTICO,Consumo humano,0.50,,49.00,PERCUSION,Colima y Barva,ABRA,212350,519800,,1,102,10203,,1988-08-26
AB-1197,HIDROMAQ S.A.,HOGAR DE ANCIANOS,,,,,,DOMESTICO,Consumo humano,0.60,,50.00,PERCUSION,Colima y Barva,ABRA,212320,512750,,1,109,10905,PIEDADES,1988-08-23
AB-1198,COSTARRICENSE S.A.,"CONCRETICO, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,,,75.00,PERCUSION,Colima y Barva,ABRA,217200,515925,,1,109,10903,HONDURAS,1988-08-23
AB-1199,COSTARRICENSE S.A.,"PRODUCTOS DE CONCRETO,S.A",,,,,,INDUSTRIAL,Industrial y comercial,3.00,,48.70,PERCUSION,G Abra R Grande,ABRA,208500,532150,,3,303,30308,SAN ANTONIO,1988-08-30
AB-12,COSTARRICENSE S.A.,ORANGE CRUSH DE C.R.,,,,,,DOMESTICO,Consumo humano,0.95,,20.00,EXCAVADO,Colima y Barva,ABRA,214500,527600,1148.00,1,113,11302,CINCO ESQUINAS,1967-06-29
AB-120,COSTARRICENSE S.A.,BANCO DE SEGUROS,,,,,,DOMESTICO,Consumo humano,0.50,,51.82,,Colima y Barva,ABRA,212590,527650,1150.00,1,101,10104,C.CENTRAL.A8-10,1967-06-28
AB-1200,RAMOS Y GONZALEZ,SALVADOR MADRIGAL CASTRO,,,,,,DOMESTICO,Consumo humano,0.50,,60.00,PERCUSION,Colima y Barva,ABRA,214800,516150,,1,109,10903,POZOS,1988-09-01
AB-1201,WILLIAM RAMOS ROBLES,SALVADOR MADRIGAL CASTRO,,,,,,DOMESTICO,Consumo humano,1.45,,40.00,PERCUSION,Colima y Barva,ABRA,214350,517256,,1,109,10903,,1988-08-30
AB-1202,FONT S.A.,"HOTELERA BONZA, S.A.",,,,,,TURISTICO,Turismo,9.50,,124.00,ROTACION,Colima y Barva,ABRA,218000,518700,975.00,4,407,40703,,1989-09-21
AB-1203,SANCHEZ S.A.,MARIA ADELA CHAVES A.,,,,,,DOMESTICO,Consumo humano,0.50,,90.00,PERCUSION,Colima y Barva,ABRA,219150,514100,,2,201,20108,BAJO SORDA,1988-09-20
AB-1204,ROYPE S.A.,"FACO, FRANS AMREHIN & CIA",,,,,,DOMESTICO,Consumo humano,0.50,,,PERCUSION,Colima y Barva,ABRA,214500,526500,,1,101,10107,,1988-09-19
AB-1205,ARAGONES & CIA,ASOC.SOLID. HDA.OJO AGUA,,,,,,DOMESTICO,Consumo humano,1.20,,40.00,PERCUSION,Colima y Barva,ABRA,216200,510650,,2,201,20108,HDA.OJO DE AGUA,1988-05-01
AB-1206,FONT S.A.,"PASADENA, S.A.",,,,,,DOMESTICO,Consumo humano,0.50,,,ROTACION,Colima y Barva,ABRA,218550,519975,,4,401,40104,PARQUE INDUST.,1988-10-03
AB-1207,SANCHEZ S.A.,I.D.A.,,,,,,ABAST. PUBLICO,Consumo humano,9.50,,,PERCUSION,Colima y Barva,ABRA,216230,529925,,1,114,11401,LOS COLEGIOS,1988-10-05
AB-1208,FONT S.A.,"LOS TRILLIZOS, S.A.  *",,,,,,DOMESTICO,Consumo humano,5.00,,108.00,PERCUSION,Colima y Barva,ABRA,216600,511450,,2,201,20108,RINCON VENEGAS,1989-01-05
AB-1209,WILLIAM RAMOS ROBLES,JAIME OCAMPO ZAMORA,,,,,,DOMESTICO,Consumo humano,1.60,,48.00,PERCUSION,G Abra R Grande,ABRA,211950,520400,,1,102,10201,ESCAZU,1988-10-11
AB-121,S.C.I.S.P.,HOSPITAL BIBLICO,,,,,,DOMESTICO,Consumo humano,0.50,,56.40,,Colima y Barva,ABRA,212330,527690,1150.00,1,101,10104,HOSP.BIBLICO,1968-07-02
AB-1210,WILLIAM RAMOS ROBLES,FRANKLIN SANDI MARIN,,,,,,DOMESTICO,Consumo humano,0.50,,26.00,PERCUSION,G Abra R Grande,ABRA,209600,519400,,1,102,10202,BEBEDERO,1988-10-11
AB-1211,HIDROMAQ S.A.,"KRIPTON,  S.A.",,,,,,INDUSTRIAL,Industrial y comercial,0.50,,60.00,PERCUSION,Colima y Barva,ABRA,218600,518350,,4,407,40703,ASUNCION,1988-10-17
AB-1212,HIDROMAQ S.A.,ALMACEN FISCAL DEL ESTE,,,,,,RIEGO,Agroganadería,5.00,,76.00,PERCUSION,Colima y Barva,ABRA,218750,518606,,4,401,40103,PARQUE INDUST.,1988-10-17
AB-1213,HIDROMAQ S.A.,MUNIC. SAN JOSE,,,,,,ABAST. PUBLICO,Consumo humano,1.89,,80.00,PERCUSION,Colima y Barva,ABRA,215100,521950,,1,101,10109,STA. CATALINA,1988-10-25
AB-1214,SANCHEZ S.A.,ASOC.NAC. EMPLEADOS JUD..,,,,,,DOMESTICO,Consumo humano,2.50,,90.00,PERCUSION,Colima y Barva,ABRA,217800,512250,,2,201,20108,SAN RAFAEL,1989-03-12
AB-1215,HIDROMAQ S.A.,"AUTO LAVADO COSTA RICA,SA",,,,,,INDUSTRIAL,Industrial y comercial,1.00,,50.00,PERCUSION,Colima y Barva,ABRA,213000,530250,,1,115,11501,YOSES,1988-11-01
AB-1216,FONT S.A.,RAFAEL ESQUIVEL IGLESIAS,,,,,,DOMESTICO,Consumo humano,0.50,,,ROTACION,Colima y Barva,ABRA,214420,525250,,1,101,10107,ROBLEDAL,1988-12-22
AB-1217,AGROPOZO,EMBAJADA DE ALEMANIA FED.,,,,,,DOMESTICO,Consumo humano,0.57,,90.00,PERCUSION,Colima y Barva,ABRA,212400,520050,,1,102,10203,,1989-01-05
AB-1218,WILLIAM RAMOS ROBLES,JUAN RUBEN LORES ZUCARINO,,,,,,DOMESTICO,Consumo humano,0.44,,36.00,PERCUSION,G Abra R Grande,ABRA,209050,521050,,1,102,10202,CARMEN,1989-02-19
AB-1219,SANCHEZ S.A.,"GUDES SCRIBA, S.A.",,,,,,DOMESTICO,Consumo humano,0.50,,,PERCUSION,Colima y Barva,ABRA,213050,528150,,1,101,10101,,1989-02-19
AB-122,POZOS LTDA,BANCO ANGLO,,,,,,DOMESTICO,Consumo humano,0.50,,57.91,PERCUSION,Colima y Barva,ABRA,212870,527840,1150.00,1,101,10104,"AVE.2DA,C.3",1968-05-13
AB-1220,COSTARRICENSE S.A.,"SANSUNG DE COSTA RICA,S.A",,,,,,INDUSTRIAL,Industrial y comercial,4.00,,79.00,PERCUSION,Colima y Barva,ABRA,218240,518200,,4,407,40703,ASUNCION,1989-05-19
AB-1221,FONT S.A.,FERNANDO SAENZ,,,,,,DOMESTICO,Consumo humano,0.50,,,ROTACION,Colima y Barva,ABRA,212350,515500,,1,109,10904,RIO ORO,1989-01-23
AB-1222,COSTARRICENSE S.A.,"ELASTICA SURQUI, S.A.",,,,,,DOMESTICO,Consumo humano,5.04,,40.00,PERCUSION,G Abra R Grande,ABRA,208950,530600,,1,103,10305,,1982-04-23
AB-1223,SIN DATO,JUAN LUIS ARAGON KASLLY,,,,,,DOMESTICO,Consumo humano,0.50,,41.50,ROTACION,G Abra R Grande,ABRA,210500,529200,,1,101,10106,,1988-09-01
